,V0,V0_Dmean,V0_Dstd,V0.5,V0.5_Dmean,V0.5_Dstd,V1.0,V1.0_Dmean,V1.0_Dstd,V2.0,V2.0_Dmean,V2.0_Dstd,D2%,D2%_Dmean,D2%_Dstd,D3%,D3%_Dmean,D3%_Dstd
1,99.998,1.0979776133758852,0.41618658855663204,94.118,1.142483477811622,0.38706615461010857,56.12,1.3847760322470255,0.30516199284656537,2.597,2.209501325603363,0.19610245236332954,2.0609272143222195,2.2632166935135127,0.19310296575327196,1.9669602095612195,2.1792328893544575,0.19800494494755247
2,100.0,0.9944743046499022,0.35845121792394197,93.051,1.0393861234439146,0.329409665544531,46.162,1.3039155803479379,0.24653716217071028,0.719,2.1600669611461933,0.15030405712183087,1.8170640483115634,1.9914278644944823,0.16069334378507916,1.7355676497455108,1.9189249964589126,0.16706430799433003
3,100.0,0.4089539468486274,0.17458944562320222,27.785,0.6301014437357692,0.11282643939278476,0.266,1.0841483364157032,0.07692311406515095,0.0,,,0.8177855440925332,0.9098973805347327,0.08685343312097389,0.7781332003089881,0.8720634364168991,0.08907422860766326
