,1,2,3,4
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.1916843970928472,3.3104917856224128,2.3501931901729387,0.5364859282960787
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.15593543523580217,0.7626529499922052,1.1926325700087363,0.3033448960065629
11,0.15040572639320995,0.6473151643650981,1.164243952476166,0.21226623764256977
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.18803840854391435,0.6057836520560919,1.0266235212207189,0.3100378021213447
19,0.0,0.0,0.0,0.0
20,0.20796250652456105,1.320272989066991,2.524470104778413,0.21747185041845774
21,0.0,0.0,0.0,0.0
22,0.00014031545696608196,0.15300655211674138,0.13058726066263412,0.14469535358685584
23,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.14865360120469734,1.0259841141193284,1.5694442020686206,0.2242334277715413
28,0.15139458728517693,0.6877043955148778,1.0676756762798383,0.04358215496778244
29,0.0,0.0,0.0,0.0
30,0.7116165147716191,1.6697427172054915,2.4546325138292233,0.31169190486295434
31,0.0009720630917800354,1.2142300540561366,1.2842135166831736,0.26401272941720216
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.30211814104817936,0.9786518566676969,1.6314424797973421,0.27203786031139376
37,0.0,0.0,0.0,0.0
38,0.45820791023649143,1.4569101799712079,1.9919441978465429,0.004324771700184772
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0001341310697342408,0.3095624525568414,0.2645745103823768,0.00019198193506160305
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,8.092221290640215e-05,0.2332752016373863,0.301717161427674,0.00022996473039812158
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0652636540867581,0.2906360543159804,0.4485781888715532,0.06572796334741864
51,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,3.057244677117828e-05,0.1584105068867179,0.1508206718576821,0.09339180807379316
55,0.0,0.0,0.0,0.0
56,0.3038018582804681,1.3722277203250715,1.582173808672217,0.1606707302938166
57,0.0,0.0,0.0,0.0
