,V0,V0_Dmean,V0_Dstd,V0.5,V0.5_Dmean,V0.5_Dstd,V1.0,V1.0_Dmean,V1.0_Dstd,V2.0,V2.0_Dmean,V2.0_Dstd,D2%,D2%_Dmean,D2%_Dstd,D3%,D3%_Dmean,D3%_Dstd
1,99.6,4.005321889416095,2.1798107358211785,97.544,4.083773349993876,2.1338063555170197,93.643,4.221895483928853,2.0651667564515277,81.004,4.640540917152236,1.9023826957939831,9.202638987204868,10.37673170644127,1.0727601819666015,8.662546058218199,9.889588480098492,1.1179012702751148
2,99.61,3.8898350341059653,2.117430492761697,97.41,3.9713291961607258,2.0696861946468985,93.433,4.107529666662759,2.0026710861432755,80.145,4.533127552729754,1.840802365085653,8.92404245662553,10.089977846188424,1.0372068120191995,8.420184717391052,9.611302283475489,1.0873756093039102
