,1
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,1.5071016572781146
7,0.0
8,0.0
9,0.2023439712640367
10,0.5547357914565233
11,0.34689295435833484
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.7122436781368559
19,0.0
20,0.6457344171958767
21,0.44090767519871193
22,0.04903990823869151
23,0.0
24,0.0
25,0.0
26,0.0
27,0.4807019467904919
28,0.813123828429761
29,0.0
30,0.8940821776092253
31,0.43869188550121946
32,0.0
33,0.0
34,0.0
35,0.12613121964539623
36,0.6860701981706657
37,0.0
38,0.7097079666441463
39,0.0
40,0.0
41,0.0
42,0.6073441549733399
43,0.0
44,0.0
45,0.09626219893258287
46,0.0
47,0.0
48,0.0
49,0.0
50,0.15888834438715996
51,0.0
52,0.0
53,0.0
54,0.5659625539638493
55,0.0
56,0.7077923934516375
57,0.0
58,0.9953097459672505
59,0.0
60,0.3587343734475159
61,0.0
62,0.33241336511537706
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.5971313926290148
69,0.0
70,0.12625229801033835
71,1.0425961589722863
72,0.0
73,0.0
74,0.0
75,0.0
76,1.3924835071381416
77,0.0
78,0.0
79,0.0
80,0.0
81,0.2752488200862221
82,0.0
83,0.0
84,0.767154031247408
85,0.0
86,0.0
87,1.4324757034090214
88,0.0
89,0.0
90,0.33854882202659153
91,0.313630416647947
92,0.0
93,0.4519932406251409
94,0.0
95,0.0
96,1.2900097868042428
97,0.5856776060364606
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,1.0258971801969585
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.23515831243940155
112,0.0
113,0.0
114,0.0
115,1.0856306156546562
116,0.0
117,0.0
118,0.872116698548434
119,0.0
120,0.0
121,0.0
122,0.3358296041077008
123,0.7255070818528444
124,0.0
125,0.0
126,0.0
127,0.6705606489702525
128,1.0522258956349195
129,0.0
130,0.502724090391545
131,0.0
132,0.0
133,0.47569097975113966
134,0.0
135,0.0
136,0.0
137,0.0
138,0.31794162666263864
139,0.6800552596495869
140,0.0
141,0.7258185630240903
142,0.0
143,0.0
144,0.0
145,1.3490943480213455
146,0.7017416656412282
147,0.0
148,0.0
149,1.2161288468500508
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.008970686246320763
156,0.0
157,0.0
158,0.0
159,1.0759584191686729
160,1.1553625273791233
161,0.25642208968948255
162,0.0
163,1.0802958609739464
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.8365491335453302
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.39782437587962727
177,0.0
178,0.0
179,1.0594366337273944
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.1251357844685193
190,0.08735422982124252
191,0.5094873449473007
192,0.0
193,0.7488064406295164
194,0.0
195,0.6435003316227269
196,0.0
197,0.0
198,0.5580161378385369
199,0.0
200,0.0
201,0.10440003687569456
202,0.0
203,0.0
204,1.9161431661661599
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,1.161814769261014
213,1.5124685342191895
214,0.0
215,0.0
216,0.0
217,0.0
218,0.03704284071195974
219,0.0
220,0.0
221,0.0
222,0.16688209244188063
223,0.0
224,0.0
225,0.3174770713504594
226,0.9706578125293762
227,0.0
228,0.3359484413888678
229,0.0
230,0.5361919061870563
231,0.0
232,0.8906451409636512
233,0.5835631405916699
234,0.0
235,1.114236449950982
236,0.7455380624504226
237,0.41409294018797416
238,0.09670127181202809
239,0.0
240,0.8665689155875906
241,1.0863018005653275
242,0.26443600588083255
243,0.5692362871014882
244,0.0
245,0.0
246,0.0
247,1.0438821901989888
248,0.6754400801449737
249,0.0
250,1.371983873921202
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.4250008570260025
257,0.2727229750570159
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.6395738812241
265,0.39938511165580204
266,0.0
267,0.0
268,0.0
269,0.5324056652516016
270,0.0
271,1.2393431986061292
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,1.3339418624822723
280,0.3131764333806958
281,0.6786556748937166
282,0.24721870475073449
283,0.30439866807941846
284,0.0
285,0.14286152025637752
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.11705146433004976
292,0.8456244560101062
293,0.042803321971830934
294,0.7767008916278085
295,0.38074524580750846
296,0.14405321053490458
297,0.07215379549706705
298,0.2749372653941207
299,0.6987549800511332
300,0.0
301,0.0
302,0.9207107524278608
303,0.9057514655680415
304,0.1801401689761274
305,0.26398639433299875
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.08701001061457626
316,0.0
317,0.0
318,0.0
319,0.0
320,0.8855808440302634
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.3155928384339038
331,0.0
332,0.23492609230000056
333,0.0
334,0.0
335,0.45445843661836355
336,0.0
337,0.0
338,0.7903989518240031
339,0.0
340,0.0
341,0.0
342,0.5814828393669166
343,0.2801268199604678
344,0.6105343680004408
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.39580860291313424
352,1.6969140656999386
353,0.0
354,0.0
355,0.0
356,1.329066531431963
357,0.0
358,0.4261321606148001
359,0.0
360,0.0
361,0.0
362,0.0
363,0.25804304804370143
364,0.0
365,0.0
366,0.0
367,0.0
368,1.1425232597054553
369,0.0
370,0.0
371,0.26152343499488506
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.843697262407777
378,0.0
379,0.0
380,0.950625968854437
381,0.6614090438056128
382,0.733850732850063
383,0.0
384,0.4118378775798216
385,0.0
386,0.0
387,0.9377197899813137
388,1.0689312910315594
389,0.0
390,0.0
391,0.0
392,0.0
393,0.13225017938682532
394,1.0946995988043158
395,0.7971307845381139
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.023433241640443907
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.5916843832116986
410,0.0
411,0.0
412,0.01636301955825424
413,0.0
414,0.0
415,0.2085879227375222
416,0.0
417,0.0
418,0.39255698080558465
419,0.2132131364592906
420,0.9939229890671714
421,0.0
422,0.3034016691254038
423,0.0
424,0.25951860255445447
425,0.0
426,0.0
427,0.0
428,0.0
429,0.2340890607023588
430,0.0
431,0.0
432,0.0
433,1.4279710080501589
434,0.0
435,0.09883579600835186
436,0.0
437,1.0363959337857103
438,0.0
439,0.0
440,0.47318550364862
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
