,V0,V0_Dmean,V0_Dstd,V0.5,V0.5_Dmean,V0.5_Dstd,V1.0,V1.0_Dmean,V1.0_Dstd,V2.0,V2.0_Dmean,V2.0_Dstd,D2%,D2%_Dmean,D2%_Dstd,D3%,D3%_Dmean,D3%_Dstd
1,99.788,2.9911372248987713,1.3599559094553806,98.354,3.030171461405969,1.330475220649081,94.256,3.1278151631909843,1.2717927138185392,74.889,3.531532635993836,1.105606471503769,6.1142027684949,6.758623174472981,0.5912735979115993,5.819289210254275,6.49344012487144,0.6133407485587039
