,1
0,0.0
1,0.007904790217926134
2,0.6013458238406963
3,0.37308563169940745
4,0.0
5,0.0
6,0.5513301896048687
7,0.0
8,0.39289551219449426
9,0.0
10,0.5601521160031365
11,0.24767187106950095
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.8935795718003069
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.045196461520793874
24,0.0
25,0.0
26,0.8116445580005889
27,0.0
28,0.0
29,0.0
30,0.05367755513772275
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.42116455095195887
38,0.14997595628178487
39,0.0
40,0.20761226401009766
41,0.36823632859054994
42,0.0
43,0.3205985136842932
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.19495675010427727
57,0.3904778598929975
58,0.17153987408599386
59,0.7006570551235749
60,0.0
61,0.0
62,0.00998001589919446
63,0.0
64,0.035608532035756854
65,0.0
66,0.0
67,0.0
68,0.0
69,0.2054537986338389
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.5150250759239131
79,0.5846064155291029
80,0.44999439746731995
81,0.0
82,0.0
83,0.0
84,0.0
85,0.006637114987155159
86,0.0
87,0.21537200321642277
88,0.15233024817732008
89,0.06738872677894402
90,0.0
91,0.4144646863129974
92,0.0
93,0.031536498435512705
94,0.0
95,0.0
96,0.0
97,0.3413351584653649
98,0.0
99,0.12299566435066056
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.34171276247321847
106,1.3190336553384607
107,0.0
108,0.14916782362414646
109,0.0
110,0.0
111,0.40273679840621185
112,0.009014606005707422
113,1.5303344947397495
114,0.0
115,0.0
116,0.0
117,0.0
118,0.30767526874871653
119,0.0
120,0.0
121,0.0
122,0.11417969751669156
123,0.0
124,0.05308432369617447
125,0.47381085860556776
126,0.10762879357277595
127,0.23090118529493636
128,0.0
129,1.3409573774787609
130,0.7557385683397546
131,0.0
132,0.0
133,0.0
134,0.0
135,0.2579149210366154
136,0.5120220954377417
137,0.13637683679649437
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.4130707161219336
153,0.0
154,0.08501506032367259
155,0.639853095456072
156,0.0
157,0.0
158,0.0
159,0.5416117173911734
160,0.0
161,0.0
162,0.5516213772559756
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,1.1349740035507243
170,0.0
171,0.0
172,0.6474371431156182
173,0.23073495293701288
174,0.0
175,0.0
176,0.0
177,0.023403415219156367
178,0.0
179,0.0
180,0.0
181,0.0
182,0.8611151765344425
183,0.0
184,0.31579637155343715
185,0.06785057537965042
186,0.0
187,0.0
188,0.05956346501619751
189,0.0
190,0.0
191,0.0
192,0.18222300376107167
193,0.13984001420978126
194,0.0
195,0.13239969084672834
196,0.0
197,0.03749522814857511
198,0.3054043740291401
199,0.0
200,0.29425203027171176
201,0.0
202,0.0
203,0.0
204,0.0
205,0.4881716808535145
206,0.0
207,0.0
208,0.0
209,0.31613155945536064
210,0.0
211,0.0
212,0.860162364238086
213,0.0
214,0.0
215,0.7589335206176462
216,0.0
217,0.0
218,0.2322849331384201
219,0.0
220,0.02962279763322085
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.28652787564661264
227,0.14040045526963296
228,0.24918801384504763
229,0.0
230,0.0279127906491178
231,0.0
232,0.0
233,0.0
234,0.0
235,0.5923175227752634
236,0.24668528541945642
237,0.0
238,0.07694966061428597
239,0.15437010276100324
240,0.0
241,0.2107311952984652
242,0.7999432386624351
243,0.2711872738210123
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.40473213043688444
250,0.14140602264630683
251,0.9777027932585477
252,0.0
253,0.1595689837389393
254,0.0
255,0.0
256,0.0
257,0.9315747103813574
258,0.0
259,0.14277583417254722
260,0.0
261,0.0
262,0.0
263,0.07179777871129889
264,0.08679010578152112
265,0.0
266,0.0
267,0.26411141104901037
268,0.0
269,0.0
270,0.1501463668158658
271,0.043136316094614525
272,0.0
273,0.5350556902253452
274,0.0
275,0.31366312487890025
276,0.0
277,0.0
278,0.0638384418760181
279,0.7810066628063118
280,0.4290720792045801
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.7413741326526151
288,0.0
289,0.23076005240576178
290,0.7465096540663391
291,0.3032541951395915
292,0.0
293,0.0
294,0.0
295,0.4176356045969555
296,0.0
297,0.0
298,0.2532918241258119
299,0.0
300,0.4332733257027628
301,0.0
302,0.0
303,0.0
304,0.06739598814066992
305,0.0
306,0.0
307,0.0
308,0.0
309,1.1651325065742824
310,0.0
311,0.0
312,0.13435548023914207
313,1.4026531229031463
314,0.0
315,0.0
316,0.6094436073475353
317,0.1177106575465606
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.22440569703963012
329,0.06929827659114647
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.2731578584455974
342,0.2123271816572263
343,0.0
344,0.0
345,0.0
346,0.0954762176146349
347,0.8105826428574577
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.44979626559951247
354,0.0
355,0.01923226603192785
356,0.0
357,0.8848091364955609
358,0.3071540744444739
359,0.029218825764898985
360,0.9185822657918842
361,0.09605817051643337
362,0.1612844839905567
363,0.3414145980867214
364,0.0
365,1.198817414024208
366,0.0
367,0.0
368,0.0
369,0.22015816917415193
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.39825954195606317
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.7121089815943543
384,0.0
385,0.2096126575131661
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.5127115067246542
395,0.22966047936318607
396,0.0
397,0.0
398,0.0
399,0.17789370889592193
400,0.0
401,0.0
402,0.0
403,0.0
404,1.086535227363733
405,0.22127994928714265
406,0.6955308614071247
407,0.0
408,0.20567958831452418
409,0.045526628419274365
410,0.11575189301948073
411,0.0
412,0.1846335550068981
413,0.16336019251947273
414,0.0
415,0.0
416,0.0
417,0.06404819039070557
418,0.036325556725332185
419,0.08462833960087268
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.08009768401328161
427,0.0
428,0.0
429,0.7690838957432008
430,0.48719956061863845
431,0.0
432,0.0
433,0.12521497564528178
434,0.0
435,0.6127026210029579
436,0.0
437,0.0
438,0.0
439,0.3702440498585584
440,0.6222100879585533
441,0.0
442,0.0
443,0.0
444,1.170618849149404
445,0.0
446,0.0
447,0.2727596981055079
448,0.6711694261552938
449,0.003539978468819299
450,0.0
451,0.0
452,0.0
453,0.0
454,0.6776263585084762
455,0.25465885827112617
456,0.703590954138658
457,0.9390934500399344
458,0.6726758271607653
459,0.0
460,0.07449378017554341
461,0.0
462,0.22301675698929876
463,0.2158245577752905
464,0.11232692163014868
465,0.0
466,0.0
467,0.07687503081275787
468,1.4548009355400235
469,0.2870531035928828
470,0.2654857910926705
471,0.0
472,0.0
473,0.0
474,0.0
475,0.20392524558485214
476,0.0
477,0.0015419395955524843
478,0.2092743318704649
479,0.0
480,0.0
481,0.3282877138270009
482,0.0
483,0.0
484,0.0
485,0.0
486,0.014804098116418054
487,0.0
488,0.0
489,0.0
490,0.04094933225398941
491,0.039669398388994526
492,0.0
493,0.0
494,0.0
495,0.0
496,1.0436355964432233
497,0.0
498,0.8788927182228455
499,0.0
500,0.0
501,0.0
502,0.0
503,0.05826366843615559
504,0.0
505,0.390686806802273
506,0.0
507,0.14041760513477758
508,0.46057336160174095
509,0.40404239866995784
510,0.04925569696252453
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.06214019640503689
517,0.0
518,0.09511190657213654
519,0.0
520,0.0
521,0.460045240434616
522,0.16275192431015567
523,0.0
524,0.0
