,1,2,3,4
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,8.93372419882184e-05,0.15748821966739346,0.0029945176866419394,0.00014147527545661952
3,1.9892396663667094e-05,0.0606250190409268,0.15066244160292044,0.00011058446769724658
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.17269400953395556,0.7212091284389974,0.7119961881589614,0.15130613335400864
7,0.0,0.0,0.0,0.0
8,0.06110372076985112,1.408026517517591,2.069298871036216,0.4837761461653414
9,0.0,0.0,0.0,0.0
10,0.0015993006074971983,1.5238823120422307,1.19879644549113,0.0013087356865010631
11,0.13251905981600634,0.6001986398957425,1.0201525963274198,0.06212622696969149
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.5094804565979888,1.7482303471662473,3.608101045307869,0.5890787952168368
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.00023820760707796788,0.15501620080019718,0.15251338701771508,0.0001369948974076393
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.44971268686955207,2.6514771879264227,2.306692092856601,0.4089013803374451
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0004823026148527305,0.19241364946689524,0.5979387702178274,0.07162546891606265
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0003844583438097637,0.3431720027046336,0.3782912149682111,0.00044172183755740815
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0010783025922334881,0.5782948610010308,0.8688071996987019,0.1530929895635637
41,0.2841029701205622,1.4209045889261862,1.956451914278575,0.14628544309569017
42,0.0,0.0,0.0,0.0
43,0.0029300970161555092,1.0543036593067738,0.9002197935110731,0.08362467756619078
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0001092904272676145,0.2384271171510788,0.3009355454029275,0.00013414914119732927
57,0.6015562806906398,0.8201914191020325,1.0089781003765648,0.4044182023606529
