,V0,V0_Dmean,V0_Dstd,V0.5,V0.5_Dmean,V0.5_Dstd,V1.0,V1.0_Dmean,V1.0_Dstd,V2.0,V2.0_Dmean,V2.0_Dstd,D2%,D2%_Dmean,D2%_Dstd,D3%,D3%_Dmean,D3%_Dstd
VMAT,99.896,3.003720593891493,1.4594740594150266,98.237,3.0491229180065997,1.4288528896430808,93.459,3.165085772572752,1.3669258436358447,73.37,3.607476495573299,1.2031498088804613,6.4305613191809385,7.193753874218339,0.7332612547230841,6.086374279823044,6.880980179005814,0.7465177661787439
IMRT,100.0,2.9005467635893822,0.904801455714114,99.973,2.9012185392597307,0.903998850313654,99.28,2.9155695873369005,0.8905637959530694,83.993,3.144071974958204,0.7661240334275653,4.946187970321809,5.379178544760121,0.3928569053137623,4.757126976420701,5.201463561101517,0.40872337609763826
SOBP,100.0,12.362508944029623,4.207936419023671,100.0,12.362508944029623,4.207936419023671,99.995,12.36308157186615,4.2072622739617325,99.942,12.36876625146946,4.201123540911239,21.955404718385285,23.957181739438063,1.8977046393780803,21.002329402621978,23.12584550772389,1.9512748354260758
PBS,100.0,2.5031003998563155,0.5820959881118637,99.999,2.5031207872433625,0.5820631952049059,99.879,2.5050508633485307,0.5797323038517778,80.213,2.6957335922023034,0.4721258004365873,3.785096784112905,4.057484718146714,0.2459844998724347,3.6681305880605897,3.9463249946646326,0.25580049309025804
