,V0,V0_Dmean,V0_Dstd,V0.5,V0.5_Dmean,V0.5_Dstd,V1.0,V1.0_Dmean,V1.0_Dstd,V2.0,V2.0_Dmean,V2.0_Dstd,D2%,D2%_Dmean,D2%_Dstd,D3%,D3%_Dmean,D3%_Dstd
1,99.915,2.1186026572649155,1.0390763514201646,96.596,2.1802968677798833,1.0008191263809738,86.407,2.3454046853096995,0.9268010626337723,50.215,2.9374890572722743,0.7640540271394148,4.56726139446953,5.126995786987209,0.517231017810571,4.321870667827718,4.898007326483108,0.5337514273550082
