,1
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.9700280928036291
7,0.0
8,0.0
9,0.1355122378034407
10,0.5055634067293947
11,0.14458984439164668
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.5183931071572572
19,0.0
20,0.44278622937462486
21,0.30933695442973064
22,0.01265505385795416
23,0.0
24,0.0
25,0.0
26,0.0
27,0.28978328804696785
28,0.7048342604722623
29,0.0
30,0.6381301653499291
31,0.23916888889863375
32,0.0
33,0.0
34,0.0
35,0.09549997497773474
36,0.5340832602450025
37,0.0
38,0.5458442623620895
39,0.0
40,0.0
41,0.0
42,0.39105766340298326
43,0.0
44,0.0
45,0.053363774770526694
46,0.0
47,0.0
48,0.0
49,0.0
50,0.12032271930593613
51,0.0
52,0.0
53,0.0
54,0.4455540239689296
55,0.0
56,0.3623287714647928
57,0.0
58,0.541615320517532
59,0.0
60,0.24154611384471472
61,0.0
62,0.25838011238987235
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.5469302527857905
69,0.0
70,0.0544768948024924
71,0.6988210009901448
72,0.0
73,0.0
74,0.0
75,0.0
76,1.0408197742578287
77,0.0
78,0.0
79,0.0
80,0.0
81,0.19721246274084753
82,0.0
83,0.0
84,0.4686777719179107
85,0.0
86,0.0
87,1.1310370373080345
88,0.0
89,0.0
90,0.24884514786132986
91,0.22273315714266392
92,0.0
93,0.530321307060914
94,0.0
95,0.0
96,0.795326642546914
97,0.32335331957858304
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.7267890747724841
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.20112807167531557
112,0.0
113,0.0
114,0.0
115,0.8516766802165205
116,0.0
117,0.0
118,0.7047633957887599
119,0.0
120,0.0
121,0.0
122,0.24422526533921976
123,0.5055456987476405
124,0.0
125,0.0
126,0.0
127,0.47046968219318613
128,0.8253908688808356
129,0.0
130,0.3795915639479496
131,0.0
132,0.0
133,0.4544460467972612
134,0.0
135,0.0
136,0.0
137,0.0
138,0.14018117287257603
139,0.3714004763382327
140,0.0
141,0.444034959882707
142,0.0
143,0.0
144,0.0
145,0.9823283258641613
146,0.2783070913568737
147,0.0
148,0.0
149,0.8821112945955972
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.050012354438724156
156,0.0
157,0.0
158,0.0
159,0.7547290560558871
160,0.7585134531863467
161,0.15415329990511864
162,0.0
163,0.5725068862142657
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.6454907246257202
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.2761375410790615
177,0.0
178,0.0
179,0.6867303994446852
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.11334264457178912
190,0.04361731822820656
191,0.5040675613953388
192,0.0
193,0.48916556181534543
194,0.0
195,0.44865817420310594
196,0.0
197,0.0
198,0.4569151105480659
199,0.0
200,0.0
201,0.11075726363524843
202,0.0
203,0.0
204,1.0687460304126957
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,1.0097655993852128
213,1.1000739341853227
214,0.0
215,0.0
216,0.0
217,0.0
218,0.009520222377613113
219,0.0
220,0.0
221,0.0
222,0.14300688218898058
223,0.0
224,0.0
225,0.20817302394381026
226,0.7227884056598243
227,0.0
228,0.18509850336679717
229,0.0
230,0.35583622113309166
231,0.0
232,0.5771250056977169
233,0.4604415039606604
234,0.0
235,0.6721262486036469
236,0.4768502406895246
237,0.3124733736254733
238,0.023174662866594174
239,0.0
240,0.5373346621455809
241,0.6309668547438981
242,0.09539302762725613
243,0.5255807795303186
244,0.0
245,0.0
246,0.0
247,0.6705790153552358
248,0.5300781252487892
249,0.0
250,1.0411218616580473
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.26673213916093713
257,0.09340293305953615
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.4010223866988262
265,0.18719513845956753
266,0.0
267,0.0
268,0.0
269,0.49880190255077517
270,0.0
271,0.9779432616939213
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,1.0986959616330936
280,0.2536383336556174
281,0.43421466344066467
282,0.0910095827623937
283,0.26206325245585116
284,0.0
285,0.18551743366669088
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.08661812914267494
292,0.5634667485512809
293,0.0485561887635063
294,0.43024086714070137
295,0.39026909109314856
296,0.11394593474788711
297,0.00410419910008109
298,0.17389722721067585
299,0.4382452691841536
300,0.0
301,0.0
302,0.815136295944891
303,0.6620842286979054
304,0.17394332771413998
305,0.2689797044129595
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.08537587008172605
316,0.0
317,0.0
318,0.0
319,0.0
320,0.5910155766008596
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.20419422709208743
331,0.0
332,0.20011675837707832
333,0.0
334,0.0
335,0.16886836908032127
336,0.0
337,0.0
338,0.48459155082647387
339,0.0
340,0.0
341,0.0
342,0.5504893192663947
343,0.10965577813282144
344,0.6058284672822848
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.18705841287189476
352,1.3423210936640435
353,0.0
354,0.0
355,0.0
356,0.8747601447786146
357,0.0
358,0.195993563778636
359,0.0
360,0.0
361,0.0
362,0.0
363,0.16649381766694618
364,0.0
365,0.0
366,0.0
367,0.0
368,0.6253182714592503
369,0.0
370,0.0
371,0.11060834267690738
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.44136549574869477
378,0.0
379,0.0
380,0.6257165302113348
381,0.4272013199327845
382,0.5250672211396802
383,0.0
384,0.22955943399687453
385,0.0
386,0.0
387,0.6333921939165801
388,0.761140481434944
389,0.0
390,0.0
391,0.0
392,0.0
393,0.10410140558467634
394,0.755691589511342
395,0.5186568996811493
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.004484678489117496
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.40482644305790133
410,0.0
411,0.0
412,0.013385210445195445
413,0.0
414,0.0
415,0.21846390019383155
416,0.0
417,0.0
418,0.31151403050556015
419,0.1482995784189519
420,0.8847890784942406
421,0.0
422,0.08579686486231895
423,0.0
424,0.11376710251938262
425,0.0
426,0.0
427,0.0
428,0.0
429,0.2172251212618095
430,0.0
431,0.0
432,0.0
433,0.9882896841364506
434,0.0
435,0.1465878678120099
436,0.0
437,0.5336415423631977
438,0.0
439,0.0
440,0.3176694716817407
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
