"","LIVER","TransferredDose_IMRT_Field4"
"Absolute Dose(Gy)","Liver (1) (Volume: 2225.8 mL)"
"9.40","18.02888"
"9.50","17.74461"
"9.60","17.47626"
"9.70","17.22224"
"9.80","16.98114"
"9.90","16.74934"
"10.00","16.52802"
"10.10","16.31143"
"10.20","16.09696"
"10.30","15.89043"
"10.40","15.68717"
"10.50","15.48767"
"10.60","15.29552"
"10.70","15.10937"
"10.80","14.92558"
"10.90","14.74369"
"11.00","14.56611"
"11.10","14.39539"
"11.20","14.22988"
"11.30","14.06585"
"11.40","13.90547"
"11.50","13.74815"
"11.60","13.59531"
"11.70","13.44656"
"11.80","13.29816"
"11.90","13.15459"
"12.00","13.01245"
"12.10","12.87179"
"12.20","12.73424"
"12.30","12.59854"
"12.40","12.46521"
"12.50","12.33439"
"12.60","12.2063"
"12.70","12.08265"
"12.80","11.96069"
"12.90","11.84076"
"13.00","11.72284"
"13.10","11.6064"
"13.20","11.4929"
"13.30","11.38015"
"13.40","11.26882"
"13.50","11.1592"
"13.60","11.05008"
"13.70","10.94114"
"13.80","10.83404"
"13.90","10.72828"
"14.00","10.62451"
"14.10","10.52171"
"14.20","10.42136"
"14.30","10.32185"
"14.40","10.22242"
"14.50","10.12309"
"14.60","10.02521"
"14.70","9.92655"
"14.80","9.82699"
"14.90","9.72566"
"15.00","9.62795"
"15.10","9.53113"
"15.20","9.43472"
"15.30","9.34007"
"15.40","9.24613"
"15.50","9.15306"
"15.60","9.0612"
"15.70","8.96917"
"15.80","8.87894"
"15.90","8.78861"
"16.00","8.69948"
"16.10","8.61041"
"16.20","8.52012"
"16.30","8.43079"
"16.40","8.34245"
"16.50","8.25566"
"16.60","8.16834"
"16.70","8.08025"
"16.80","7.9915"
"16.90","7.90417"
"17.00","7.81762"
"17.10","7.73153"
"17.20","7.64498"
"17.30","7.55753"
"17.40","7.46923"
"17.50","7.37776"
"17.60","7.28554"
"17.70","7.19363"
"17.80","7.10323"
"17.90","7.01435"
"18.00","6.92366"
"18.10","6.83152"
"18.20","6.73661"
"18.30","6.64391"
"18.40","6.5482"
"18.50","6.45143"
"18.60","6.35219"
"18.70","6.25044"
"18.80","6.14672"
"18.90","6.04372"
"19.00","5.93757"
"19.10","5.82649"
"19.20","5.71212"
"19.30","5.59426"
"19.40","5.479"
"19.50","5.3647"
"19.60","5.25286"
"19.70","5.14176"
"19.80","5.03108"
"19.90","4.91928"
"20.00","4.80626"
"20.10","4.69007"
"20.20","4.57142"
"20.30","4.45343"
"20.40","4.35178"
"20.50","4.25029"
"20.60","4.15023"
"20.70","4.0503"
"20.80","3.95071"
"20.90","3.85145"
"21.00","3.75141"
"21.10","3.65017"
"21.20","3.54736"
"21.30","3.4468"
"21.40","3.34914"
"21.50","3.2508"
"21.60","3.15247"
"21.70","3.05189"
"21.80","2.95023"
"21.90","2.84933"
"22.00","2.74964"
"22.10","2.65232"
"22.20","2.55548"
"22.30","2.45841"
"22.40","2.3636"
"22.50","2.26814"
"22.60","2.17156"
"22.70","2.07538"
"22.80","1.98057"
"22.90","1.88757"
"23.00","1.79555"
"23.10","1.70596"
"23.20","1.61867"
"23.30","1.53488"
"23.40","1.45321"
"23.50","1.37515"
"23.60","1.30307"
"23.70","1.23274"
"23.80","1.16549"
"23.90","1.09998"
"24.00","1.03628"
"24.10","0.97492"
"24.20","0.91445"
"24.30","0.85645"
"24.40","0.80122"
"24.50","0.75003"
"24.60","0.70246"
"24.70","0.65708"
"24.80","0.61365"
"24.90","0.57072"
"25.00","0.52718"
"25.10","0.48463"
"25.20","0.44593"
"25.30","0.41022"
"25.40","0.37747"
"25.50","0.34541"
"25.60","0.31524"
"25.70","0.28678"
"25.80","0.26117"
"25.90","0.23854"
"26.00","0.21854"
"26.10","0.20037"
"26.20","0.18295"
"26.30","0.16671"
"26.40","0.15196"
"26.50","0.13753"
"26.60","0.12413"
"26.70","0.11175"
"26.80","0.10048"
"26.90","0.09019"
"27.00","0.08112"
"27.10","0.07287"
"27.20","0.06478"
"27.30","0.05662"
"27.40","0.04903"
"27.50","0.04176"
"27.60","0.03475"
"27.70","0.02816"
"27.80","0.0234"
"27.90","0.0192"
"28.00","0.01559"
"28.10","0.0126"
"28.20","0.01009"
"28.30","0.00786"
"28.40","0.0059"
"28.50","0.00424"
"28.60","0.00264"
"28.70","0.00179"
"28.80","0.00116"
"28.90","6.0E-4"
"29.00","2.6E-4"
"29.10","7.0E-5"
"29.20","0.0"
