"","LIVER","TransferredDose_IMRT_Field1"
"Absolute Dose(Gy)","Liver (1) (Volume: 2225.8 mL)"
"9.40","11.29371"
"9.50","11.14979"
"9.60","11.00682"
"9.70","10.86392"
"9.80","10.72372"
"9.90","10.58688"
"10.00","10.45269"
"10.10","10.32095"
"10.20","10.18925"
"10.30","10.05605"
"10.40","9.92123"
"10.50","9.78619"
"10.60","9.65115"
"10.70","9.51552"
"10.80","9.3758"
"10.90","9.23332"
"11.00","9.08763"
"11.10","8.93517"
"11.20","8.7767"
"11.30","8.6203"
"11.40","8.46309"
"11.50","8.30453"
"11.60","8.14618"
"11.70","7.98721"
"11.80","7.82826"
"11.90","7.66991"
"12.00","7.51374"
"12.10","7.362"
"12.20","7.2103"
"12.30","7.05942"
"12.40","6.91125"
"12.50","6.76761"
"12.60","6.62668"
"12.70","6.48803"
"12.80","6.35378"
"12.90","6.22103"
"13.00","6.09177"
"13.10","5.9633"
"13.20","5.8366"
"13.30","5.71299"
"13.40","5.58993"
"13.50","5.47001"
"13.60","5.35121"
"13.70","5.23651"
"13.80","5.12523"
"13.90","5.01788"
"14.00","4.91318"
"14.10","4.81077"
"14.20","4.70978"
"14.30","4.6089"
"14.40","4.50938"
"14.50","4.41092"
"14.60","4.31551"
"14.70","4.21962"
"14.80","4.12305"
"14.90","4.02587"
"15.00","3.92954"
"15.10","3.83453"
"15.20","3.73861"
"15.30","3.64258"
"15.40","3.55002"
"15.50","3.45851"
"15.60","3.36723"
"15.70","3.27331"
"15.80","3.18109"
"15.90","3.08983"
"16.00","2.99779"
"16.10","2.91027"
"16.20","2.82443"
"16.30","2.7421"
"16.40","2.66253"
"16.50","2.58743"
"16.60","2.5177"
"16.70","2.45009"
"16.80","2.38397"
"16.90","2.31997"
"17.00","2.25573"
"17.10","2.19188"
"17.20","2.12689"
"17.30","2.06455"
"17.40","2.00348"
"17.50","1.94477"
"17.60","1.8892"
"17.70","1.83715"
"17.80","1.78507"
"17.90","1.73327"
"18.00","1.6785"
"18.10","1.62442"
"18.20","1.56929"
"18.30","1.51249"
"18.40","1.45743"
"18.50","1.4066"
"18.60","1.35653"
"18.70","1.30987"
"18.80","1.26633"
"18.90","1.22468"
"19.00","1.18536"
"19.10","1.14671"
"19.20","1.10899"
"19.30","1.07102"
"19.40","1.03317"
"19.50","0.995"
"19.60","0.9553"
"19.70","0.91966"
"19.80","0.88669"
"19.90","0.85578"
"20.00","0.82799"
"20.10","0.80143"
"20.20","0.77545"
"20.30","0.74962"
"20.40","0.72342"
"20.50","0.69899"
"20.60","0.67513"
"20.70","0.65113"
"20.80","0.62855"
"20.90","0.60797"
"21.00","0.58823"
"21.10","0.5688"
"21.20","0.54936"
"21.30","0.53028"
"21.40","0.51182"
"21.50","0.4929"
"21.60","0.47443"
"21.70","0.45599"
"21.80","0.4379"
"21.90","0.42098"
"22.00","0.4048"
"22.10","0.38944"
"22.20","0.37536"
"22.30","0.36265"
"22.40","0.3504"
"22.50","0.33849"
"22.60","0.32635"
"22.70","0.31392"
"22.80","0.30133"
"22.90","0.28961"
"23.00","0.27859"
"23.10","0.2679"
"23.20","0.25698"
"23.30","0.24539"
"23.40","0.23538"
"23.50","0.22631"
"23.60","0.21796"
"23.70","0.21015"
"23.80","0.20192"
"23.90","0.19346"
"24.00","0.18637"
"24.10","0.17956"
"24.20","0.1727"
"24.30","0.16589"
"24.40","0.15933"
"24.50","0.15276"
"24.60","0.14628"
"24.70","0.13988"
"24.80","0.13327"
"24.90","0.12688"
"25.00","0.1208"
"25.10","0.11489"
"25.20","0.10835"
"25.30","0.10302"
"25.40","0.09835"
"25.50","0.09423"
"25.60","0.09026"
"25.70","0.0863"
"25.80","0.08246"
"25.90","0.07855"
"26.00","0.07459"
"26.10","0.07048"
"26.20","0.06648"
"26.30","0.0628"
"26.40","0.05906"
"26.50","0.05517"
"26.60","0.05088"
"26.70","0.04731"
"26.80","0.04365"
"26.90","0.03987"
"27.00","0.03641"
"27.10","0.03367"
"27.20","0.03137"
"27.30","0.02918"
"27.40","0.02702"
"27.50","0.02511"
"27.60","0.02312"
"27.70","0.02129"
"27.80","0.01946"
"27.90","0.0173"
"28.00","0.01533"
"28.10","0.01363"
"28.20","0.01205"
"28.30","0.0106"
"28.40","0.00909"
"28.50","0.00783"
"28.60","0.00706"
"28.70","0.0063"
"28.80","0.00563"
"28.90","0.00501"
"29.00","0.00441"
"29.10","0.00386"
"29.20","0.00325"
"29.30","0.00269"
"29.40","0.00222"
"29.50","0.00172"
"29.60","0.00127"
"29.70","8.4E-4"
"29.80","5.3E-4"
"29.90","2.0E-4"
"30.00","7.0E-5"
"30.10","1.0E-5"
"30.20","0.0"
